"ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position","p.overall","q.overall","post.hoc.A.By.p","post.hoc.peak.By.p","post.hoc.M.By.p","post.hoc.A.By.q","post.hoc.peak.By.q","post.hoc.M.By.q","A1","A2","delta.A","p.delta.A","q.delta.A","peak1","peak2","delta.peak","p.delta.peak","q.delta.peak","M1","M2","delta.M","p.delta.M","q.delta.M","P"
"ENSMUSG00000026418",21952,"Tnni1","protein_coding","1",135707172,135738727,0.061,0.085,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.112,0.095,-0.017,0.704,0.997,10.191,5.474,-4.717,0.008,0.016,6.261,6.248,-0.012,0.702,0.884,24
"ENSMUSG00000026360",19735,"Rgs2","protein_coding","1",143875076,143879899,0.015,0.029,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.11,0.157,0.047,0.304,0.997,16.457,12.114,-4.343,0.008,0.017,11.147,11.157,0.009,0.774,0.921,24
"ENSMUSG00000099964",NA,"Gm29514","lncRNA","1",146295174,146370798,0.047,0.068,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.153,0.108,-0.045,0.282,0.997,19.162,15.967,-3.195,0.014,0.023,7.437,7.463,0.026,0.385,0.679,24
"ENSMUSG00000052748",66875,"Swt1","protein_coding","1",151243450,151304206,0.019,0.033,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.099,0.117,0.017,0.659,0.997,16.894,12.211,-4.683,0.002,0.007,8.322,8.32,-0.001,0.959,0.985,24
"ENSMUSG00000053286",98685,"Trmt1l","protein_coding","1",151304293,151333912,0.289,0.316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.072,0.072,0,0.996,0.998,16.427,13.512,-2.915,0.059,0.075,10.086,10.077,-0.008,0.669,0.865,24
"ENSMUSG00000026482",19731,"Rgl1","protein_coding","1",152392511,152642102,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.078,0.069,-0.009,0.727,0.997,19.722,14.815,-4.907,0.001,0.006,12.12,12.153,0.032,0.085,0.342,24
"ENSMUSG00000042708",71836,"Shcbp1l","protein_coding","1",153300908,153328320,0.014,0.027,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.096,0.067,-0.029,0.463,0.997,10.38,6.23,-4.15,0.033,0.045,6.164,6.227,0.063,0.028,0.212,24
"ENSMUSG00000042699",13211,"Dhx9","protein_coding","1",153331504,153363406,0.073,0.097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.071,0.06,-0.012,0.711,0.997,20.273,18.367,-1.905,0.315,0.333,12.96,12.907,-0.053,0.019,0.187,24
"ENSMUSG00000100334",329271,"C230024C17Rik","lncRNA","1",153596986,153613575,0.2,0.229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.127,0.095,-0.032,0.503,0.997,8.65,5.223,-3.427,0.059,0.075,5.509,5.527,0.018,0.601,0.831,24
"ENSMUSG00000026475",19734,"Rgs16","protein_coding","1",153616095,153621214,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.532,0.297,-0.235,0.011,0.515,5.393,1.62,-3.773,0,0.003,11.424,11.516,0.092,0.155,0.452,24
"ENSMUSG00000026473",14645,"Glul","protein_coding","1",153775690,153785469,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.277,0.24,-0.037,0.488,0.997,17.468,13.436,-4.032,0,0,15.921,15.873,-0.048,0.206,0.519,24
"ENSMUSG00000066797",100503355,"Zfp648","protein_coding","1",154076933,154081435,0.751,0.762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.129,0.094,-0.035,0.433,0.997,0.039,22.959,22.92,0.481,0.497,6.224,6.229,0.006,0.855,0.952,24
"ENSMUSG00000056708",15939,"Ier5","protein_coding","1",154972107,154975382,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.185,0.096,-0.089,0.019,0.604,0.656,20.193,19.537,0.001,0.004,10.592,10.57,-0.023,0.398,0.69,24
"ENSMUSG00000073535",433367,"Gm5532","lncRNA","1",155395918,155402965,0.172,0.201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.09,0.087,-0.003,0.933,0.997,14.977,11.143,-3.834,0.034,0.047,6.179,6.159,-0.02,0.48,0.752,24
"ENSMUSG00000026601",77352,"Axdnd1","protein_coding","1",156151079,156248729,0.384,0.409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.151,0.1,-0.051,0.29,0.997,6.38,4.437,-1.943,0.228,0.248,6.697,6.678,-0.02,0.569,0.812,24
"ENSMUSG00000040782",26374,"Cop1","protein_coding","1",159059890,159175210,0.001,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.097,0.084,-0.013,0.574,0.997,18.105,13.367,-4.738,0,0.001,10.716,10.712,-0.004,0.818,0.937,24
"ENSMUSG00000014226",12301,"Cacybp","protein_coding","1",160029937,160040445,0.001,0.003,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.131,0.089,-0.042,0.198,0.997,18.71,13.844,-4.866,0,0.002,11.759,11.774,0.015,0.512,0.773,24
"ENSMUSG00000026701",11758,"Prdx6","protein_coding","1",161067682,161078789,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.135,0.113,-0.022,0.611,0.997,19.418,12.533,-6.886,0,0.003,13.083,13.003,-0.08,0.008,0.134,24
"ENSMUSG00000026698",67292,"Pigc","protein_coding","1",161796755,161801004,0.024,0.039,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.073,0.065,-0.008,0.789,0.997,17.564,12.516,-5.048,0.004,0.011,8.839,8.818,-0.022,0.283,0.6,24
"ENSMUSG00000040181",14261,"Fmo1","protein_coding","1",162657130,162694179,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.137,0.107,-0.03,0.491,0.997,19.833,12.852,-6.981,0,0.003,9.735,9.639,-0.096,0.002,0.119,24
"ENSMUSG00000040170",55990,"Fmo2","protein_coding","1",162701886,162726295,0.012,0.024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.368,0.257,-0.111,0.306,0.997,14.707,11.698,-3.009,0.042,0.055,7.401,7.22,-0.181,0.019,0.187,24
"ENSMUSG00000026586",18933,"Prrx1","protein_coding","1",163072688,163141279,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.092,0.081,-0.012,0.747,0.997,21.552,11.307,-10.244,0.005,0.012,9.208,9.161,-0.046,0.067,0.306,24
"ENSMUSG00000040113",240879,"Mettl11b","protein_coding","1",163529825,163552801,0.007,0.016,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.117,0.113,-0.004,0.919,0.997,17.458,12.551,-4.907,0.002,0.007,5.748,5.703,-0.045,0.137,0.432,24
"ENSMUSG00000026563",27878,"Tada1","protein_coding","1",166206666,166221190,0.018,0.031,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.036,0.049,0.013,0.457,0.997,19.649,13.965,-5.684,0.01,0.018,10.312,10.323,0.011,0.372,0.666,24
"ENSMUSG00000070532",78465,"Ccdc190","protein_coding","1",169756217,169762222,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.196,0.066,-0.129,0,0.062,23.699,19.087,-4.612,0.01,0.018,10.345,10.35,0.004,0.86,0.953,24
"ENSMUSG00000026659",80915,"Dusp12","protein_coding","1",170701067,170713109,0.07,0.094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.079,0.062,-0.017,0.597,0.997,7.545,3.363,-4.182,0.034,0.046,8.939,8.969,0.03,0.192,0.503,24
"ENSMUSG00000053483",30941,"Usp21","protein_coding","1",171109519,171115564,0.147,0.176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.042,0.041,-0.002,0.931,0.997,17.41,13.523,-3.887,0.032,0.044,10.434,10.421,-0.013,0.324,0.64,24
"ENSMUSG00000013997",27045,"Nit1","protein_coding","1",171165576,171173214,0.03,0.048,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.051,0.053,0.001,0.943,0.997,22.768,18.05,-4.718,0.002,0.008,9.822,9.824,0.002,0.862,0.954,24
"ENSMUSG00000045259",68874,"Klhdc9","protein_coding","1",171186014,171188366,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.241,0.184,-0.056,0.244,0.997,6.537,2.259,-4.278,0,0.001,8.278,8.319,0.041,0.23,0.547,24
"ENSMUSG00000006411",71740,"Nectin4","protein_coding","1",171197667,171216166,0.011,0.022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.093,0.119,0.026,0.575,0.997,7.126,1.569,-5.557,0.011,0.02,7.324,7.367,0.042,0.197,0.507,24
"ENSMUSG00000026556",93840,"Vangl2","protein_coding","1",171828527,171856011,0.016,0.03,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.076,0.062,-0.014,0.514,0.997,5.28,1.277,-4.003,0.004,0.011,10.865,10.881,0.016,0.294,0.609,24
"ENSMUSG00000007107",27222,"Atp1a4","protein_coding","1",172051080,172085981,0.001,0.005,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.149,0.098,-0.051,0.213,0.997,8.905,5.582,-3.323,0.017,0.027,5.909,5.821,-0.088,0.003,0.119,24
"ENSMUSG00000007097",98660,"Atp1a2","protein_coding","1",172099276,172125631,0,0.001,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.106,0.063,-0.043,0.297,0.997,21.976,15.004,-6.973,0.012,0.021,16.345,16.258,-0.086,0.003,0.119,24
"ENSMUSG00000039783",98256,"Kmo","protein_coding","1",175447947,175489682,0.142,0.171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.104,0.106,0.002,0.963,0.997,0.923,20.915,19.992,0.038,0.051,5.75,5.719,-0.031,0.391,0.685,24
"ENSMUSG00000026504",76816,"Sdccag8","protein_coding","1",176642226,176848003,0.07,0.094,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.075,0.084,0.009,0.728,0.997,18.788,15.398,-3.39,0.014,0.024,9.267,9.286,0.019,0.314,0.629,24
"ENSMUSG00000063659",30928,"Zbtb18","protein_coding","1",177269917,177278330,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.069,0.054,-0.015,0.446,0.997,21.519,15.386,-6.133,0,0.001,11.115,11.108,-0.006,0.644,0.852,24
"ENSMUSG00000091476",545391,"Catspere2","protein_coding","1",177810989,178000271,0.001,0.005,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.098,0.132,0.033,0.397,0.997,10.843,5.147,-5.696,0.001,0.004,6.98,6.988,0.009,0.761,0.915,24
"ENSMUSG00000039630",51810,"Hnrnpu","protein_coding","1",178148673,178165362,0.054,0.075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,0.079,-0.021,0.445,0.997,16.714,13.606,-3.108,0.016,0.026,13.968,13.951,-0.017,0.374,0.667,24
"ENSMUSG00000010609",19165,"Psen2","protein_coding","1",180054569,180091003,0.532,0.553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.061,0.052,-0.008,0.709,0.997,4.057,2.326,-1.731,0.28,0.299,10.036,10.051,0.016,0.327,0.641,24
"ENSMUSG00000058729",72568,"Lin9","protein_coding","1",180468715,180518259,0.066,0.089,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.071,0.079,0.008,0.813,0.997,15.092,10.91,-4.183,0.018,0.029,7.904,7.872,-0.032,0.167,0.468,24
"ENSMUSG00000038793",13590,"Lefty1","protein_coding","1",180762587,180765965,0.05,0.071,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.133,0.115,-0.018,0.724,0.997,10.428,6.667,-3.761,0.024,0.035,6.846,6.786,-0.06,0.095,0.358,24
NA,NA,NA,NA,NA,NA,NA,0.172,0.201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.074,0.045,-0.029,0.306,0.997,17.809,14.378,-3.431,0.091,0.109,13.693,13.674,-0.019,0.342,0.649,24
"ENSMUSG00000026509",12334,"Capn2","protein_coding","1",182294825,182345173,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.074,0.075,0.001,0.97,0.997,19.146,13.509,-5.637,0,0,12.456,12.408,-0.048,0.002,0.119,24
"ENSMUSG00000102234",NA,"Gm37885","lncRNA","1",182311744,182320038,0.007,0.017,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.251,0.203,-0.048,0.517,0.997,15.423,11.235,-4.188,0.004,0.012,9.086,9.019,-0.067,0.194,0.505,24
"ENSMUSG00000104415",NA,"Gm37069","TEC","1",182321721,182325862,0.043,0.063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.182,0.161,-0.02,0.738,0.997,15.694,12.237,-3.457,0.021,0.031,7.522,7.459,-0.063,0.138,0.432,24
"ENSMUSG00000026621",66112,"Mtarc1","protein_coding","1",184518964,184543510,0.022,0.037,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.134,0.114,-0.02,0.645,0.997,4.732,0.779,-3.953,0.007,0.015,6.147,6.108,-0.039,0.207,0.519,24
"ENSMUSG00000026617",23827,"Bpnt1","protein_coding","1",185064346,185089974,0.02,0.035,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.082,0.07,-0.012,0.588,0.997,17.588,13.789,-3.799,0.003,0.009,10.801,10.812,0.011,0.492,0.762,24
"ENSMUSG00000051295",319562,"9630028B13Rik","lncRNA","1",185161552,185174016,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.225,0.148,-0.077,0.298,0.997,0.279,19.34,19.06,0.005,0.012,7.294,7.175,-0.119,0.026,0.207,24
"ENSMUSG00000097615",100039138,"Gm2061","lncRNA","1",185179313,185187765,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.113,0.085,-0.028,0.533,0.997,10.908,5.479,-5.429,0.004,0.011,7.798,7.917,0.119,0,0.114,24
"ENSMUSG00000039246",226791,"Lyplal1","protein_coding","1",185819928,185849507,0.052,0.074,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.087,0.067,-0.02,0.574,0.997,7.359,4.292,-3.066,0.098,0.116,7.572,7.625,0.053,0.036,0.238,24
"ENSMUSG00000039239",21808,"Tgfb2","protein_coding","1",186354989,186438186,0.185,0.214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.072,0.067,-0.004,0.899,0.997,2.188,3.74,1.552,0.441,0.457,9.951,9.899,-0.052,0.044,0.262,24
"ENSMUSG00000001305",67223,"Rrp15","protein_coding","1",186453175,186481555,0.073,0.097,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.066,0.046,-0.021,0.386,0.997,9.072,4.545,-4.528,0.021,0.032,8.62,8.626,0.006,0.746,0.908,24
"ENSMUSG00000104394",NA,"Gm37254","TEC","1",186968654,186972554,0.011,0.022,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.106,0.149,0.042,0.283,0.997,16.64,12.558,-4.082,0.002,0.007,7.146,7.152,0.006,0.824,0.94,24
"ENSMUSG00000026608",226823,"Kctd3","protein_coding","1",188703292,188740038,0.085,0.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,0.037,-0.013,0.405,0.997,15.331,11.897,-3.434,0.023,0.034,11.907,11.895,-0.011,0.303,0.619,24
"ENSMUSG00000037568",226841,"Vash2","protein_coding","1",190679843,190711493,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.114,0.065,-0.049,0.204,0.997,9.022,0.445,-8.577,0.006,0.014,8.258,8.298,0.04,0.137,0.432,24
"ENSMUSG00000066595",226844,"Flvcr1","protein_coding","1",190738044,190758355,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.083,0.06,-0.022,0.32,0.997,9.559,4.763,-4.796,0.001,0.004,9.709,9.708,0,0.983,0.994,24
"ENSMUSG00000037434",22782,"Slc30a1","protein_coding","1",191638879,191645359,0.016,0.029,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.107,0.109,0.002,0.936,0.997,4.918,1.626,-3.292,0.002,0.007,11.232,11.215,-0.017,0.395,0.688,24
"ENSMUSG00000016481",12946,"Cr1l","protein_coding","1",194779690,194813894,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0.134,0.076,-0.058,0.041,0.793,20.256,15.581,-4.674,0,0.003,10.147,10.09,-0.057,0.005,0.125,24
"ENSMUSG00000039496",227526,"Cdnf","protein_coding","2",3514067,3527413,0.761,0.771,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.095,0.07,-0.024,0.526,0.997,5.315,3.727,-1.588,0.402,0.419,6.857,6.861,0.004,0.875,0.955,24
"ENSMUSG00000026664",16922,"Phyh","protein_coding","2",4923830,4943541,0.631,0.647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.038,0.048,0.01,0.578,0.997,8.968,7.123,-1.845,0.268,0.287,11.793,11.799,0.006,0.661,0.862,24
"ENSMUSG00000026672",71648,"Optn","protein_coding","2",5025453,5068862,0.001,0.003,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.119,0.064,-0.055,0.084,0.889,7.644,4.159,-3.485,0.015,0.024,10.49,10.555,0.065,0.004,0.122,24
NA,NA,NA,NA,NA,NA,NA,0.004,0.011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.084,0.071,-0.013,0.646,0.997,19.422,13.663,-5.759,0.001,0.004,9.052,9.059,0.007,0.722,0.893,24
"ENSMUSG00000025816",57743,"Sec61a2","protein_coding","2",5875798,5900243,0.018,0.031,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.082,0.055,-0.027,0.259,0.997,13.848,9.838,-4.01,0.005,0.013,10.822,10.834,0.013,0.458,0.736,24
"ENSMUSG00000043241",326622,"Upf2","protein_coding","2",5956280,6061514,0.081,0.105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.102,0.078,-0.024,0.418,0.997,19.26,15.989,-3.271,0.016,0.025,11.878,11.873,-0.005,0.794,0.932,24
"ENSMUSG00000039063",67856,"Echdc3","protein_coding","2",6193276,6217844,0.285,0.313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.095,0.097,0.001,0.974,0.997,4.398,1.026,-3.372,0.061,0.076,7.05,7.04,-0.01,0.747,0.908,24
"ENSMUSG00000026773",170768,"Pfkfb3","protein_coding","2",11476244,11558888,0.012,0.023,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.106,0.096,-0.01,0.738,0.997,20.729,16.809,-3.92,0.001,0.005,11.22,11.214,-0.005,0.802,0.936,24
"ENSMUSG00000023206",16169,"Il15ra","protein_coding","2",11710101,11739128,0.005,0.012,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.143,0.1,-0.043,0.303,0.997,11.802,6.98,-4.821,0.001,0.004,6.994,7.008,0.015,0.625,0.845,24
"ENSMUSG00000049630",227580,"C1ql3","protein_coding","2",13008268,13016617,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.318,0.291,-0.028,0.721,0.997,9.784,5.016,-4.769,0,0,10.409,10.375,-0.034,0.543,0.796,24
"ENSMUSG00000003418",241230,"St8sia6","protein_coding","2",13655832,13798875,0.018,0.032,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.083,0.122,0.039,0.403,0.997,9.672,4.271,-5.401,0.005,0.013,9.586,9.531,-0.055,0.104,0.378,24
"ENSMUSG00000054057",77940,"A930004D18Rik","lncRNA","2",18030004,18042548,0.318,0.345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.064,0.064,0,0.994,0.998,18.13,16.197,-1.932,0.245,0.265,8.127,8.156,0.029,0.128,0.42,24
"ENSMUSG00000026740",13418,"Dnajc1","protein_coding","2",18200465,18397641,0.01,0.02,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.091,0.073,-0.018,0.564,0.997,19.538,14.275,-5.263,0.003,0.009,10.039,10.017,-0.022,0.327,0.641,24
"ENSMUSG00000026736",NA,"4930426L09Rik","lncRNA","2",19003130,19005548,0.017,0.031,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.089,0.101,0.012,0.783,0.997,8.043,2.615,-5.428,0.007,0.015,5.971,6.014,0.043,0.159,0.457,24
"ENSMUSG00000043415",71198,"Otud1","protein_coding","2",19662563,19665394,0.03,0.047,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.08,0.055,-0.025,0.42,0.997,18.337,14.605,-3.732,0.067,0.083,9.459,9.412,-0.047,0.033,0.227,24
"ENSMUSG00000075514",NA,"Gm13375","lncRNA","2",20973833,20975168,0.17,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.118,0.071,-0.047,0.15,0.937,8.509,6.326,-2.183,0.126,0.144,9.103,9.118,0.015,0.502,0.767,24
"ENSMUSG00000058835",11308,"Abi1","protein_coding","2",22830085,22930253,0.089,0.114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.034,0.042,0.009,0.612,0.997,12.862,8.101,-4.76,0.008,0.016,11.644,11.645,0,0.974,0.99,24
"ENSMUSG00000036833",241274,"Pnpla7","protein_coding","2",24866045,24944069,0.023,0.038,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.139,0.097,-0.042,0.286,0.997,16.326,12.551,-3.775,0.013,0.023,10.115,10.092,-0.024,0.388,0.681,24
"ENSMUSG00000078202",67122,"Nrarp","protein_coding","2",25070770,25073351,0.724,0.735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.075,0.082,0.006,0.855,0.997,6.798,5.912,-0.886,0.605,0.617,11.052,11.076,0.024,0.332,0.642,24
"ENSMUSG00000036752",227613,"Tubb4b","protein_coding","2",25112172,25114714,0.025,0.041,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,0.045,-0.015,0.536,0.997,1.919,19.787,17.868,0.009,0.017,13.969,13.967,-0.002,0.907,0.967,24
"ENSMUSG00000078201",227615,"Tmem203","protein_coding","2",25145451,25146304,0.114,0.141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.066,0.068,0.002,0.935,0.997,5.566,1.951,-3.614,0.028,0.04,8.569,8.589,0.02,0.294,0.609,24
"ENSMUSG00000036646",227619,"Man1b1","protein_coding","2",25222350,25242224,0.393,0.417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.05,0.035,-0.015,0.346,0.997,7.266,5.452,-1.815,0.252,0.272,12.21,12.221,0.011,0.322,0.638,24
"ENSMUSG00000026958",83768,"Dpp7","protein_coding","2",25242288,25246371,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.127,0.083,-0.045,0.124,0.918,1.487,20.393,18.906,0,0.001,9.336,9.321,-0.015,0.467,0.744,24
"ENSMUSG00000047617",227622,"Paxx","protein_coding","2",25345153,25351106,0.006,0.015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.137,0.066,-0.07,0.058,0.853,10.93,7.403,-3.526,0.038,0.051,9.552,9.597,0.045,0.087,0.344,24
"ENSMUSG00000026939",51875,"Tmem141","protein_coding","2",25510079,25512017,0.045,0.065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.092,0.075,-0.017,0.608,0.997,7.606,4.359,-3.246,0.05,0.065,8.973,9.018,0.044,0.062,0.299,24
"ENSMUSG00000087679",109299,"Tmem250-ps","protein_coding","2",26026826,26030533,0.059,0.082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.058,0.044,-0.014,0.505,0.997,23.172,18.59,-4.582,0.012,0.021,11.934,11.936,0.002,0.904,0.966,24
"ENSMUSG00000048038",329366,"Ccdc187","protein_coding","2",26133481,26184569,0.002,0.005,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.199,0.145,-0.054,0.386,0.997,8.674,2.75,-5.924,0.001,0.003,9.008,9.038,0.03,0.498,0.764,24
"ENSMUSG00000036281",227644,"Snapc4","protein_coding","2",26252777,26270665,0,0.002,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.154,0.071,-0.083,0.037,0.777,10.654,5.509,-5.145,0.008,0.016,9.902,9.957,0.054,0.057,0.29,24
"ENSMUSG00000026926",66865,"Pmpca","protein_coding","2",26279351,26287134,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.072,0.04,-0.032,0.049,0.837,8.443,3.343,-5.101,0,0.001,11.479,11.494,0.015,0.2,0.511,24
"ENSMUSG00000015790",20930,"Surf1","protein_coding","2",26803393,26806542,0.024,0.039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.058,0.056,-0.002,0.936,0.997,12.854,9.288,-3.566,0.053,0.067,11.025,11.069,0.044,0.022,0.195,24
"ENSMUSG00000052406",227656,"Rexo4","protein_coding","2",26843575,26854398,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.123,0.13,0.007,0.826,0.997,19.036,14.61,-4.426,0,0.001,10.226,10.273,0.047,0.031,0.221,24
NA,NA,NA,NA,NA,NA,NA,0.014,0.026,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.063,0.053,-0.01,0.631,0.997,17.806,13.524,-4.282,0.005,0.013,12.085,12.058,-0.027,0.081,0.332,24
"ENSMUSG00000026831",69327,"Pierce1","protein_coding","2",28352013,28356344,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.155,0.173,0.018,0.697,0.997,19.685,13.834,-5.851,0,0,8.689,8.738,0.049,0.138,0.432,24
"ENSMUSG00000026807",68870,"Ak8","protein_coding","2",28590176,28703177,0.021,0.036,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.191,0.11,-0.081,0.085,0.889,6.773,3.401,-3.372,0.026,0.037,7.481,7.498,0.017,0.611,0.837,24
"ENSMUSG00000035513",171171,"Ntng2","protein_coding","2",29084553,29143017,0.343,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.114,0.125,0.011,0.802,0.997,6.264,4.79,-1.474,0.302,0.32,9.001,8.954,-0.047,0.132,0.424,24
"ENSMUSG00000039826",227682,"Trub2","protein_coding","2",29651236,29678514,0,0.001,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.118,0.092,-0.026,0.42,0.997,8.972,4.095,-4.877,0,0.001,9.63,9.683,0.053,0.019,0.187,24
"ENSMUSG00000120522",NA,"Gm54109","lncRNA","2",29735011,29736500,0.001,0.004,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.344,0.347,0.003,0.972,0.997,7.712,3.23,-4.482,0,0.001,7.24,7.228,-0.013,0.849,0.95,24
"ENSMUSG00000039787",99151,"Cercam","protein_coding","2",29759176,29772852,0.337,0.364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.085,0.076,-0.009,0.752,0.997,4.51,2.262,-2.248,0.136,0.154,8.735,8.714,-0.021,0.329,0.642,24
"ENSMUSG00000026790",18286,"Odf2","protein_coding","2",29779233,29821758,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.15,0.097,-0.053,0.105,0.893,9.199,3.807,-5.392,0,0,11.106,11.14,0.034,0.138,0.432,24
"ENSMUSG00000019715",74412,"Gle1","protein_coding","2",29825438,29850383,0.026,0.042,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.049,0.032,-0.017,0.207,0.997,12.229,8.632,-3.597,0.014,0.023,10.998,11.01,0.011,0.241,0.558,24
